07/18/2024,"230.28","230.44","222.27","224.18","66,034,594"
07/17/2024,"229.45","231.46","226.64","228.88","57,345,879"
07/16/2024,"235.00","236.27","232.33","234.82","43,234,281"
07/15/2024,"236.48","237.23","233.09","234.40","62,631,246"
07/12/2024,"228.92","232.64","228.68","230.54","53,046,527"
07/11/2024,"231.39","232.39","225.77","227.57","64,710,621"
07/10/2024,"229.30","233.08","229.25","232.98","62,627,688"
07/09/2024,"227.93","229.40","226.37","228.68","48,169,820"
07/08/2024,"227.09","227.85","223.25","227.82","59,085,859"
07/05/2024,"221.65","226.45","221.65","226.34","60,412,406"
07/03/2024,"220.00","221.55","219.03","221.55","37,369,801"
07/02/2024,"216.15","220.38","215.10","220.27","58,046,180"
07/01/2024,"212.09","217.51","211.92","216.75","60,402,930"
06/28/2024,"215.77","216.07","210.30","210.62","82,542,719"
06/27/2024,"214.69","215.74","212.35","214.10","49,772,711"
06/26/2024,"211.50","214.86","210.64","213.25","66,213,195"
06/25/2024,"209.15","211.38","208.61","209.07","56,713,871"
06/24/2024,"207.72","212.70","206.59","208.14","80,727,008"
06/21/2024,"210.39","211.89","207.11","207.49","246,421,406"
06/20/2024,"213.93","214.24","208.85","209.68","86,172,445"
06/18/2024,"217.59","218.63","213.00","214.29","79,943,250"
06/17/2024,"213.37","218.95","212.72","216.67","93,728,305"
06/14/2024,"213.85","215.17","211.30","212.49","70,122,750"
06/13/2024,"214.74","216.75","211.60","214.24","97,862,727"
06/12/2024,"207.37","220.20","206.90","213.07","198,134,297"
06/11/2024,"193.65","207.16","193.63","207.15","172,373,297"
06/10/2024,"196.90","197.30","192.15","193.12","97,262,078"
06/07/2024,"194.65","196.94","194.14","196.89","53,103,910"
06/06/2024,"195.69","196.50","194.17","194.48","41,181,754"
06/05/2024,"195.40","196.90","194.87","195.87","54,156,793"
06/04/2024,"194.64","195.32","193.03","194.35","47,471,449"
06/03/2024,"192.90","194.99","192.52","194.03","50,080,539"
05/31/2024,"191.44","192.57","189.91","192.25","75,158,281"
05/30/2024,"190.76","192.18","190.63","191.29","49,947,941"
05/29/2024,"189.61","192.25","189.51","190.29","53,068,020"
05/28/2024,"191.51","193.00","189.10","189.99","52,280,047"
05/24/2024,"188.82","190.58","188.04","189.98","36,326,980"
05/23/2024,"190.98","191.00","186.63","186.88","51,005,922"
05/22/2024,"192.27","192.82","190.27","190.90","34,648,551"
05/21/2024,"191.09","192.73","190.92","192.35","42,309,398"
05/20/2024,"189.33","191.92","189.01","191.04","44,361,281"
05/17/2024,"189.51","190.81","189.18","189.87","41,282,930"
05/16/2024,"190.47","191.10","189.66","189.84","52,845,230"
05/15/2024,"187.91","190.65","187.37","189.72","70,399,992"
05/14/2024,"187.51","188.30","186.29","187.43","52,393,621"
05/13/2024,"185.44","187.10","184.62","186.28","72,044,805"
05/10/2024,"184.90","185.09","182.13","183.05","50,759,500"
05/09/2024,"182.56","184.66","182.11","184.57","48,982,969"
05/08/2024,"182.85","183.07","181.45","182.74","45,057,090"
05/07/2024,"183.45","184.90","181.32","182.40","77,305,766"
05/06/2024,"182.35","184.20","180.42","181.71","78,569,672"
